Date,DHB,Active,Recovered,Deceased,Total
2020-09-26,Total,61,1745,25,1831
2020-09-27,Auckland,12,213,1,226
2020-09-27,Whanganui,0,9,0,9
2020-09-27,West Coast,0,4,1,5
2020-09-27,Waitemata,10,279,4,293
2020-09-27,Wairarapa,0,8,0,8
2020-09-27,Waikato,0,192,2,194
2020-09-27,Taranaki,0,16,0,16
2020-09-27,Tairawhiti,0,4,0,4
2020-09-27,Southern,0,214,2,216
2020-09-27,South Canterbury,0,17,0,17
2020-09-27,Northland,0,28,0,28
2020-09-27,Nelson Marlborough,0,49,0,49
2020-09-27,Mid Central,0,32,0,32
2020-09-27,Lakes,0,16,0,16
2020-09-27,Hutt Valley,0,22,0,22
2020-09-27,Hawke's Bay,0,44,0,44
2020-09-27,Counties Manukau,9,204,1,214
2020-09-27,Capital and Coast,0,93,2,95
2020-09-27,Canterbury,0,152,12,164
2020-09-27,Bay of Plenty,0,48,0,48
2020-09-27,Managed Isolation & Quarantine,28,105,0,133
2020-09-27,Total,59,1749,25,1833
2020-09-28,Auckland,11,214,1,226
2020-09-28,Whanganui,0,9,0,9
2020-09-28,West Coast,0,4,1,5
2020-09-28,Waitemata,8,281,4,293
2020-09-28,Wairarapa,0,8,0,8
2020-09-28,Waikato,0,192,2,194
2020-09-28,Taranaki,0,16,0,16
2020-09-28,Tairawhiti,0,4,0,4
2020-09-28,Southern,0,214,2,216
2020-09-28,South Canterbury,0,17,0,17
2020-09-28,Northland,0,28,0,28
2020-09-28,Nelson Marlborough,0,49,0,49
2020-09-28,Mid Central,0,32,0,32
2020-09-28,Lakes,0,16,0,16
2020-09-28,Hutt Valley,0,22,0,22
2020-09-28,Hawke's Bay,0,44,0,44
2020-09-28,Counties Manukau,8,205,1,214
2020-09-28,Capital and Coast,0,93,2,95
2020-09-28,Canterbury,0,152,12,164
2020-09-28,Bay of Plenty,0,48,0,48
2020-09-28,Managed Isolation & Quarantine,28,105,0,133
2020-09-28,Total,55,1753,25,1833
2020-09-29,Auckland,10,215,1,226
2020-09-29,Whanganui,0,9,0,9
2020-09-29,West Coast,0,4,1,5
2020-09-29,Waitemata,8,281,4,293
2020-09-29,Wairarapa,0,8,0,8
2020-09-29,Waikato,0,192,2,194
2020-09-29,Taranaki,0,16,0,16
2020-09-29,Tairawhiti,0,4,0,4
2020-09-29,Southern,0,214,2,216
2020-09-29,South Canterbury,0,17,0,17
2020-09-29,Northland,0,28,0,28
2020-09-29,Nelson Marlborough,0,49,0,49
2020-09-29,Mid Central,0,32,0,32
2020-09-29,Lakes,0,16,0,16
2020-09-29,Hutt Valley,0,22,0,22
2020-09-29,Hawke's Bay,0,44,0,44
2020-09-29,Counties Manukau,8,205,1,214
2020-09-29,Capital and Coast,0,93,2,95
2020-09-29,Canterbury,0,152,12,164
2020-09-29,Bay of Plenty,0,48,0,48
2020-09-29,Managed Isolation & Quarantine,29,106,0,135
2020-09-29,Total,55,1755,25,1835
2020-09-30,Auckland,5,220,1,226
2020-09-30,Whanganui,0,9,0,9
2020-09-30,West Coast,0,4,1,5
2020-09-30,Waitemata,4,285,4,293
2020-09-30,Wairarapa,0,8,0,8
2020-09-30,Waikato,0,192,2,194
2020-09-30,Taranaki,0,16,0,16
2020-09-30,Tairawhiti,0,4,0,4
2020-09-30,Southern,0,214,2,216
2020-09-30,South Canterbury,0,17,0,17
2020-09-30,Northland,0,28,0,28
2020-09-30,Nelson Marlborough,0,49,0,49
2020-09-30,Mid Central,0,32,0,32
2020-09-30,Lakes,0,16,0,16
2020-09-30,Hutt Valley,0,22,0,22
2020-09-30,Hawke's Bay,0,44,0,44
2020-09-30,Counties Manukau,5,208,1,214
2020-09-30,Capital and Coast,0,93,2,95
2020-09-30,Canterbury,0,152,12,164
2020-09-30,Bay of Plenty,0,48,0,48
2020-09-30,Managed Isolation & Quarantine,30,106,0,136
2020-09-30,Total,44,1767,25,1836
2020-10-01,Auckland,4,221,1,226
2020-10-01,Whanganui,0,9,0,9
2020-10-01,West Coast,0,4,1,5
2020-10-01,Waitemata,3,286,4,293
2020-10-01,Wairarapa,0,8,0,8
2020-10-01,Waikato,0,192,2,194
2020-10-01,Taranaki,0,16,0,16
2020-10-01,Tairawhiti,0,4,0,4
2020-10-01,Southern,0,214,2,216
2020-10-01,South Canterbury,0,17,0,17
2020-10-01,Northland,0,28,0,28
2020-10-01,Nelson Marlborough,0,49,0,49
2020-10-01,Mid Central,0,32,0,32
2020-10-01,Lakes,0,16,0,16
2020-10-01,Hutt Valley,0,22,0,22
2020-10-01,Hawke's Bay,0,44,0,44
2020-10-01,Counties Manukau,4,209,1,214
2020-10-01,Capital and Coast,0,93,2,95
2020-10-01,Canterbury,0,152,12,164
2020-10-01,Bay of Plenty,0,48,0,48
2020-10-01,Managed Isolation & Quarantine,42,106,0,148
2020-10-01,Total,53,1776,25,1848
2020-10-02,Auckland,4,221,1,226
2020-10-02,Whanganui,0,9,0,9
2020-10-02,West Coast,0,4,1,5
2020-10-02,Waitemata,3,286,4,293
2020-10-02,Wairarapa,0,8,0,8
2020-10-02,Waikato,0,192,2,194
2020-10-02,Taranaki,0,16,0,16
2020-10-02,Tairawhiti,0,4,0,4
2020-10-02,Southern,0,214,2,216
2020-10-02,South Canterbury,0,17,0,17
2020-10-02,Northland,0,28,0,28
2020-10-02,Nelson Marlborough,0,49,0,49
2020-10-02,Mid Central,0,32,0,32
2020-10-02,Lakes,0,16,0,16
2020-10-02,Hutt Valley,0,22,0,22
2020-10-02,Hawke's Bay,0,44,0,44
2020-10-02,Counties Manukau,4,209,1,214
2020-10-02,Capital and Coast,0,93,2,95
2020-10-02,Canterbury,0,152,12,164
2020-10-02,Bay of Plenty,0,48,0,48
2020-10-02,Managed Isolation & Quarantine,42,106,0,148
2020-10-02,Total,53,1770,25,1848
2020-10-03,Auckland,2,223,1,226
2020-10-03,Whanganui,0,9,0,9
2020-10-03,West Coast,0,4,1,5
2020-10-03,Waitemata,3,286,4,293
2020-10-03,Wairarapa,0,8,0,8
2020-10-03,Waikato,0,192,2,194
2020-10-03,Taranaki,0,16,0,16
2020-10-03,Tairawhiti,0,4,0,4
2020-10-03,Southern,0,214,2,216
2020-10-03,South Canterbury,0,17,0,17
2020-10-03,Northland,0,28,0,28
2020-10-03,Nelson Marlborough,0,49,0,49
2020-10-03,Mid Central,0,32,0,32
2020-10-03,Lakes,0,16,0,16
2020-10-03,Hutt Valley,0,22,0,22
2020-10-03,Hawke's Bay,0,44,0,44
2020-10-03,Counties Manukau,3,210,1,214
2020-10-03,Capital and Coast,0,93,2,95
2020-10-03,Canterbury,0,152,12,164
2020-10-03,Bay of Plenty,0,48,0,48
2020-10-03,Managed Isolation & Quarantine,33,116,0,149
2020-10-03,Total,41,1783,25,1849
2020-10-04,Auckland,1,224,1,226
2020-10-04,Whanganui,0,9,0,9
2020-10-04,West Coast,0,4,1,5
2020-10-04,Waitemata,3,286,4,293
2020-10-04,Wairarapa,0,8,0,8
2020-10-04,Waikato,0,192,2,194
2020-10-04,Taranaki,0,16,0,16
2020-10-04,Tairawhiti,0,4,0,4
2020-10-04,Southern,0,214,2,216
2020-10-04,South Canterbury,0,17,0,17
2020-10-04,Northland,0,28,0,28
2020-10-04,Nelson Marlborough,0,49,0,49
2020-10-04,Mid Central,0,32,0,32
2020-10-04,Lakes,0,16,0,16
2020-10-04,Hutt Valley,0,22,0,22
2020-10-04,Hawke's Bay,0,44,0,44
2020-10-04,Counties Manukau,3,210,1,214
2020-10-04,Capital and Coast,0,93,2,95
2020-10-04,Canterbury,0,152,12,164
2020-10-04,Bay of Plenty,0,48,0,48
2020-10-04,Managed Isolation & Quarantine,34,120,0,154
2020-10-04,Total,41,1788,25,1854
2020-10-05,Auckland,1,224,1,226
2020-10-05,Whanganui,0,9,0,9
2020-10-05,West Coast,0,4,1,5
2020-10-05,Waitemata,2,287,4,293
2020-10-05,Wairarapa,0,8,0,8
2020-10-05,Waikato,0,192,2,194
2020-10-05,Taranaki,0,16,0,16
2020-10-05,Tairawhiti,0,4,0,4
2020-10-05,Southern,0,214,2,216
2020-10-05,South Canterbury,0,17,0,17
2020-10-05,Northland,0,28,0,28
2020-10-05,Nelson Marlborough,0,49,0,49
2020-10-05,Mid Central,0,32,0,32
2020-10-05,Lakes,0,16,0,16
2020-10-05,Hutt Valley,0,22,0,22
2020-10-05,Hawke's Bay,0,44,0,44
2020-10-05,Counties Manukau,3,210,1,214
2020-10-05,Capital and Coast,0,93,2,95
2020-10-05,Canterbury,0,152,12,164
2020-10-05,Bay of Plenty,0,48,0,48
2020-10-05,Managed Isolation & Quarantine,34,121,0,155
2020-10-05,Total,40,1790,25,1855
2020-10-06,Auckland,1,224,1,226
2020-10-06,Whanganui,0,9,0,9
2020-10-06,West Coast,0,4,1,5
2020-10-06,Waitemata,2,287,4,293
2020-10-06,Wairarapa,0,8,0,8
2020-10-06,Waikato,0,192,2,194
2020-10-06,Taranaki,0,16,0,16
2020-10-06,Tairawhiti,0,4,0,4
2020-10-06,Southern,0,214,2,216
2020-10-06,South Canterbury,0,17,0,17
2020-10-06,Northland,0,28,0,28
2020-10-06,Nelson Marlborough,0,49,0,49
2020-10-06,Mid Central,0,32,0,32
2020-10-06,Lakes,0,16,0,16
2020-10-06,Hutt Valley,0,22,0,22
2020-10-06,Hawke's Bay,0,44,0,44
2020-10-06,Counties Manukau,3,210,1,214
2020-10-06,Capital and Coast,0,93,2,95
2020-10-06,Canterbury,0,152,12,164
2020-10-06,Bay of Plenty,0,48,0,48
2020-10-06,Managed Isolation & Quarantine,37,121,0,158
2020-10-06,Total,43,1790,25,1858
2020-10-07,Auckland,0,225,1,226
2020-10-07,Whanganui,0,9,0,9
2020-10-07,West Coast,0,4,1,5
2020-10-07,Waitemata,0,289,4,293
2020-10-07,Wairarapa,0,8,0,8
2020-10-07,Waikato,0,192,2,194
2020-10-07,Taranaki,0,16,0,16
2020-10-07,Tairawhiti,0,4,0,4
2020-10-07,Southern,0,214,2,216
2020-10-07,South Canterbury,0,17,0,17
2020-10-07,Northland,0,28,0,28
2020-10-07,Nelson Marlborough,0,49,0,49
2020-10-07,Mid Central,0,32,0,32
2020-10-07,Lakes,0,16,0,16
2020-10-07,Hutt Valley,0,22,0,22
2020-10-07,Hawke's Bay,0,44,0,44
2020-10-07,Counties Manukau,0,213,1,214
2020-10-07,Capital and Coast,0,93,2,95
2020-10-07,Canterbury,0,152,12,164
2020-10-07,Bay of Plenty,0,48,0,48
2020-10-07,Managed Isolation & Quarantine,37,124,0,161
2020-10-07,Total,37,1799,25,1861
2020-10-08,Auckland,0,225,1,226
2020-10-08,Whanganui,0,9,0,9
2020-10-08,West Coast,0,4,1,5
2020-10-08,Waitemata,0,289,4,293
2020-10-08,Wairarapa,0,8,0,8
2020-10-08,Waikato,0,192,2,194
2020-10-08,Taranaki,0,16,0,16
2020-10-08,Tairawhiti,0,4,0,4
2020-10-08,Southern,0,214,2,216
2020-10-08,South Canterbury,0,17,0,17
2020-10-08,Northland,0,28,0,28
2020-10-08,Nelson Marlborough,0,49,0,49
2020-10-08,Mid Central,0,32,0,32
2020-10-08,Lakes,0,16,0,16
2020-10-08,Hutt Valley,0,22,0,22
2020-10-08,Hawke's Bay,0,44,0,44
2020-10-08,Counties Manukau,0,213,1,214
2020-10-08,Capital and Coast,0,93,2,95
2020-10-08,Canterbury,0,153,12,165
2020-10-08,Bay of Plenty,0,48,0,48
2020-10-08,Managed Isolation & Quarantine,39,124,0,161
2020-10-08,Total,39,1800,25,1864
2020-10-09,Auckland,0,225,1,226
2020-10-09,Whanganui,0,9,0,9
2020-10-09,West Coast,0,4,1,5
2020-10-09,Waitemata,0,289,4,293
2020-10-09,Wairarapa,0,8,0,8
2020-10-09,Waikato,0,192,2,194
2020-10-09,Taranaki,0,16,0,16
2020-10-09,Tairawhiti,0,4,0,4
2020-10-09,Southern,0,214,2,216
2020-10-09,South Canterbury,0,17,0,17
2020-10-09,Northland,0,28,0,28
2020-10-09,Nelson Marlborough,0,49,0,49
2020-10-09,Mid Central,0,32,0,32
2020-10-09,Lakes,0,16,0,16
2020-10-09,Hutt Valley,0,22,0,22
2020-10-09,Hawke's Bay,0,44,0,44
2020-10-09,Counties Manukau,0,213,1,214
2020-10-09,Capital and Coast,0,93,2,95
2020-10-09,Canterbury,0,153,12,165
2020-10-09,Bay of Plenty,0,48,0,48
2020-10-09,Managed Isolation & Quarantine,41,124,0,165
2020-10-09,Total,41,1800,25,1866
2020-10-10,Auckland,0,225,1,226
2020-10-10,Whanganui,0,9,0,9
2020-10-10,West Coast,0,4,1,5
2020-10-10,Waitemata,0,289,4,293
2020-10-10,Wairarapa,0,8,0,8
2020-10-10,Waikato,0,192,2,194
2020-10-10,Taranaki,0,16,0,16
2020-10-10,Tairawhiti,0,4,0,4
2020-10-10,Southern,0,214,2,216
2020-10-10,South Canterbury,0,17,0,17
2020-10-10,Northland,0,28,0,28
2020-10-10,Nelson Marlborough,0,49,0,49
2020-10-10,Mid Central,0,32,0,32
2020-10-10,Lakes,0,16,0,16
2020-10-10,Hutt Valley,0,22,0,22
2020-10-10,Hawke's Bay,0,44,0,44
2020-10-10,Counties Manukau,0,213,1,214
2020-10-10,Capital and Coast,0,93,2,95
2020-10-10,Canterbury,0,153,12,165
2020-10-10,Bay of Plenty,0,48,0,48
2020-10-10,Managed Isolation & Quarantine,44,125,0,169
2020-10-10,Total,44,1801,25,1870
2020-10-11,Auckland,0,225,1,226
2020-10-11,Whanganui,0,9,0,9
2020-10-11,West Coast,0,4,1,5
2020-10-11,Waitemata,0,289,4,293
2020-10-11,Wairarapa,0,8,0,8
2020-10-11,Waikato,0,192,2,194
2020-10-11,Taranaki,0,16,0,16
2020-10-11,Tairawhiti,0,4,0,4
2020-10-11,Southern,0,214,2,216
2020-10-11,South Canterbury,0,17,0,17
2020-10-11,Northland,0,28,0,28
2020-10-11,Nelson Marlborough,0,49,0,49
2020-10-11,Mid Central,0,32,0,32
2020-10-11,Lakes,0,16,0,16
2020-10-11,Hutt Valley,0,22,0,22
2020-10-11,Hawke's Bay,0,44,0,44
2020-10-11,Counties Manukau,0,213,1,214
2020-10-11,Capital and Coast,0,93,2,95
2020-10-11,Canterbury,0,153,12,165
2020-10-11,Bay of Plenty,0,48,0,48
2020-10-11,Managed Isolation & Quarantine,45,125,0,170
2020-10-11,Total,45,1801,25,1871
2020-10-12,Auckland,0,225,1,226
2020-10-12,Whanganui,0,9,0,9
2020-10-12,West Coast,0,4,1,5
2020-10-12,Waitemata,0,289,4,293
2020-10-12,Wairarapa,0,8,0,8
2020-10-12,Waikato,0,192,2,194
2020-10-12,Taranaki,0,16,0,16
2020-10-12,Tairawhiti,0,4,0,4
2020-10-12,Southern,0,214,2,216
2020-10-12,South Canterbury,0,17,0,17
2020-10-12,Northland,0,28,0,28
2020-10-12,Nelson Marlborough,0,49,0,49
2020-10-12,Mid Central,0,32,0,32
2020-10-12,Lakes,0,16,0,16
2020-10-12,Hutt Valley,0,22,0,22
2020-10-12,Hawke's Bay,0,44,0,44
2020-10-12,Counties Manukau,0,213,1,214
2020-10-12,Capital and Coast,0,93,2,95
2020-10-12,Canterbury,0,153,12,165
2020-10-12,Bay of Plenty,0,48,0,48
2020-10-12,Managed Isolation & Quarantine,45,125,0,170
2020-10-12,Total,45,1801,25,1871
2020-10-13,Auckland,0,225,1,226
2020-10-13,Whanganui,0,9,0,9
2020-10-13,West Coast,0,4,1,5
2020-10-13,Waitemata,0,289,4,293
2020-10-13,Wairarapa,0,8,0,8
2020-10-13,Waikato,0,192,2,194
2020-10-13,Taranaki,0,16,0,16
2020-10-13,Tairawhiti,0,4,0,4
2020-10-13,Southern,0,214,2,216
2020-10-13,South Canterbury,0,17,0,17
2020-10-13,Northland,0,28,0,28
2020-10-13,Nelson Marlborough,0,49,0,49
2020-10-13,Mid Central,0,32,0,32
2020-10-13,Lakes,0,16,0,16
2020-10-13,Hutt Valley,0,22,0,22
2020-10-13,Hawke's Bay,0,44,0,44
2020-10-13,Counties Manukau,0,213,1,214
2020-10-13,Capital and Coast,0,93,2,95
2020-10-13,Canterbury,0,153,12,165
2020-10-13,Bay of Plenty,0,48,0,48
2020-10-13,Managed Isolation & Quarantine,39,132,0,171
2020-10-13,Total,39,1808,25,1872
2020-10-14,Auckland,0,225,1,226
2020-10-14,Whanganui,0,9,0,9
2020-10-14,West Coast,0,4,1,5
2020-10-14,Waitemata,0,289,4,293
2020-10-14,Wairarapa,0,8,0,8
2020-10-14,Waikato,0,192,2,194
2020-10-14,Taranaki,0,16,0,16
2020-10-14,Tairawhiti,0,4,0,4
2020-10-14,Southern,0,214,2,216
2020-10-14,South Canterbury,0,17,0,17
2020-10-14,Northland,0,28,0,28
2020-10-14,Nelson Marlborough,0,49,0,49
2020-10-14,Mid Central,0,32,0,32
2020-10-14,Lakes,0,16,0,16
2020-10-14,Hutt Valley,0,22,0,22
2020-10-14,Hawke's Bay,0,44,0,44
2020-10-14,Counties Manukau,0,213,1,214
2020-10-14,Capital and Coast,0,93,2,95
2020-10-14,Canterbury,0,153,12,165
2020-10-14,Bay of Plenty,0,48,0,48
2020-10-14,Managed Isolation & Quarantine,40,133,0,173
2020-10-14,Total,40,1809,25,1874
2020-10-15,Auckland,0,225,1,226
2020-10-15,Whanganui,0,9,0,9
2020-10-15,West Coast,0,4,1,5
2020-10-15,Waitemata,0,289,4,293
2020-10-15,Wairarapa,0,8,0,8
2020-10-15,Waikato,0,192,2,194
2020-10-15,Taranaki,0,16,0,16
2020-10-15,Tairawhiti,0,4,0,4
2020-10-15,Southern,0,214,2,216
2020-10-15,South Canterbury,0,17,0,17
2020-10-15,Northland,0,28,0,28
2020-10-15,Nelson Marlborough,0,49,0,49
2020-10-15,Mid Central,0,32,0,32
2020-10-15,Lakes,0,16,0,16
2020-10-15,Hutt Valley,0,22,0,22
2020-10-15,Hawke's Bay,0,44,0,44
2020-10-15,Counties Manukau,0,213,1,214
2020-10-15,Capital and Coast,0,93,2,95
2020-10-15,Canterbury,0,153,12,165
2020-10-15,Bay of Plenty,0,48,0,48
2020-10-15,Managed Isolation & Quarantine,42,133,0,175
2020-10-15,Total,42,1809,25,1876
2020-10-16,Auckland,0,225,1,226
2020-10-16,Whanganui,0,9,0,9
2020-10-16,West Coast,0,4,1,5
2020-10-16,Waitemata,0,289,4,293
2020-10-16,Wairarapa,0,8,0,8
2020-10-16,Waikato,0,192,2,194
2020-10-16,Taranaki,0,16,0,16
2020-10-16,Tairawhiti,0,4,0,4
2020-10-16,Southern,0,214,2,216
2020-10-16,South Canterbury,0,17,0,17
2020-10-16,Northland,0,28,0,28
2020-10-16,Nelson Marlborough,0,49,0,49
2020-10-16,Mid Central,0,32,0,32
2020-10-16,Lakes,0,16,0,16
2020-10-16,Hutt Valley,0,22,0,22
2020-10-16,Hawke's Bay,0,44,0,44
2020-10-16,Counties Manukau,0,213,1,214
2020-10-16,Capital and Coast,0,93,2,95
2020-10-16,Canterbury,0,153,12,165
2020-10-16,Bay of Plenty,0,48,0,48
2020-10-16,Managed Isolation & Quarantine,46,133,0,179
2020-10-16,Total,46,1809,25,1880
2020-10-17,Auckland,0,225,1,226
2020-10-17,Whanganui,0,9,0,9
2020-10-17,West Coast,0,4,1,5
2020-10-17,Waitemata,0,289,4,293
2020-10-17,Wairarapa,0,8,0,8
2020-10-17,Waikato,0,192,2,194
2020-10-17,Taranaki,0,16,0,16
2020-10-17,Tairawhiti,0,4,0,4
2020-10-17,Southern,0,214,2,216
2020-10-17,South Canterbury,0,17,0,17
2020-10-17,Northland,0,28,0,28
2020-10-17,Nelson Marlborough,0,49,0,49
2020-10-17,Mid Central,0,32,0,32
2020-10-17,Lakes,0,16,0,16
2020-10-17,Hutt Valley,0,22,0,22
2020-10-17,Hawke's Bay,0,44,0,44
2020-10-17,Counties Manukau,0,213,1,214
2020-10-17,Capital and Coast,0,93,2,95
2020-10-17,Canterbury,0,153,12,165
2020-10-17,Bay of Plenty,0,48,0,48
2020-10-17,Managed Isolation & Quarantine,40,142,0,182
2020-10-17,Total,40,1818,25,1883
2020-10-18,Auckland,0,225,1,226
2020-10-18,Whanganui,0,9,0,9
2020-10-18,West Coast,0,4,1,5
2020-10-18,Waitemata,1,289,4,294
2020-10-18,Wairarapa,0,8,0,8
2020-10-18,Waikato,0,192,2,194
2020-10-18,Taranaki,0,16,0,16
2020-10-18,Tairawhiti,0,4,0,4
2020-10-18,Southern,0,214,2,216
2020-10-18,South Canterbury,0,17,0,17
2020-10-18,Northland,0,28,0,28
2020-10-18,Nelson Marlborough,0,49,0,49
2020-10-18,Mid Central,0,32,0,32
2020-10-18,Lakes,0,16,0,16
2020-10-18,Hutt Valley,0,22,0,22
2020-10-18,Hawke's Bay,0,44,0,44
2020-10-18,Counties Manukau,0,213,1,214
2020-10-18,Capital and Coast,0,94,2,96
2020-10-18,Canterbury,0,153,12,165
2020-10-18,Bay of Plenty,0,48,0,48
2020-10-18,Managed Isolation & Quarantine,41,142,0,183
2020-10-18,Total,42,1819,25,1886
2020-10-19,Auckland,0,225,1,226
2020-10-19,Whanganui,0,9,0,9
2020-10-19,West Coast,0,4,1,5
2020-10-19,Waitemata,1,289,4,294
2020-10-19,Wairarapa,0,8,0,8
2020-10-19,Waikato,0,192,2,194
2020-10-19,Taranaki,0,16,0,16
2020-10-19,Tairawhiti,0,4,0,4
2020-10-19,Southern,0,214,2,216
2020-10-19,South Canterbury,0,17,0,17
2020-10-19,Northland,0,28,0,28
2020-10-19,Nelson Marlborough,0,49,0,49
2020-10-19,Mid Central,0,32,0,32
2020-10-19,Lakes,0,16,0,16
2020-10-19,Hutt Valley,0,22,0,22
2020-10-19,Hawke's Bay,0,44,0,44
2020-10-19,Counties Manukau,0,213,1,214
2020-10-19,Capital and Coast,0,94,2,96
2020-10-19,Canterbury,0,153,12,165
2020-10-19,Bay of Plenty,0,48,0,48
2020-10-19,Managed Isolation & Quarantine,36,147,0,183
2020-10-19,Total,37,1824,25,1886
2020-10-20,Auckland,0,225,1,226
2020-10-20,Whanganui,0,9,0,9
2020-10-20,West Coast,0,4,1,5
2020-10-20,Waitemata,1,289,4,294
2020-10-20,Wairarapa,0,8,0,8
2020-10-20,Waikato,0,192,2,194
2020-10-20,Taranaki,0,16,0,16
2020-10-20,Tairawhiti,0,4,0,4
2020-10-20,Southern,0,214,2,216
2020-10-20,South Canterbury,0,17,0,17
2020-10-20,Northland,0,28,0,28
2020-10-20,Nelson Marlborough,0,49,0,49
2020-10-20,Mid Central,0,32,0,32
2020-10-20,Lakes,0,16,0,16
2020-10-20,Hutt Valley,0,22,0,22
2020-10-20,Hawke's Bay,0,44,0,44
2020-10-20,Counties Manukau,0,213,1,214
2020-10-20,Capital and Coast,0,94,2,96
2020-10-20,Canterbury,0,153,12,165
2020-10-20,Bay of Plenty,0,48,0,48
2020-10-20,Managed Isolation & Quarantine,32,152,0,184
2020-10-20,Total,33,1829,25,1887
2020-10-21,Auckland,0,225,1,226
2020-10-21,Whanganui,0,9,0,9
2020-10-21,West Coast,0,4,1,5
2020-10-21,Waitemata,2,289,4,295
2020-10-21,Wairarapa,0,8,0,8
2020-10-21,Waikato,0,192,2,194
2020-10-21,Taranaki,0,16,0,16
2020-10-21,Tairawhiti,0,4,0,4
2020-10-21,Southern,0,214,2,216
2020-10-21,South Canterbury,0,17,0,17
2020-10-21,Northland,0,28,0,28
2020-10-21,Nelson Marlborough,0,49,0,49
2020-10-21,Mid Central,0,32,0,32
2020-10-21,Lakes,0,16,0,16
2020-10-21,Hutt Valley,0,22,0,22
2020-10-21,Hawke's Bay,0,44,0,44
2020-10-21,Counties Manukau,1,213,1,215
2020-10-21,Capital and Coast,0,94,2,96
2020-10-21,Canterbury,0,153,12,165
2020-10-21,Bay of Plenty,0,48,0,48
2020-10-21,Managed Isolation & Quarantine,53,154,0,207
2020-10-21,Total,56,1831,25,1912
2020-10-22,Auckland,0,225,1,226
2020-10-22,Whanganui,0,9,0,9
2020-10-22,West Coast,0,4,1,5
2020-10-22,Waitemata,2,289,4,295
2020-10-22,Wairarapa,0,8,0,8
2020-10-22,Waikato,0,192,2,194
2020-10-22,Taranaki,0,16,0,16
2020-10-22,Tairawhiti,0,4,0,4
2020-10-22,Southern,0,214,2,216
2020-10-22,South Canterbury,0,17,0,17
2020-10-22,Northland,0,28,0,28
2020-10-22,Nelson Marlborough,0,49,0,49
2020-10-22,Mid Central,0,32,0,32
2020-10-22,Lakes,0,16,0,16
2020-10-22,Hutt Valley,0,22,0,22
2020-10-22,Hawke's Bay,0,44,0,44
2020-10-22,Counties Manukau,1,213,1,215
2020-10-22,Capital and Coast,0,94,2,96
2020-10-22,Canterbury,0,153,12,165
2020-10-22,Bay of Plenty,0,48,0,48
2020-10-22,Managed Isolation & Quarantine,55,154,0,209
2020-10-22,Total,58,1831,25,1914
2020-10-23,Auckland,0,225,1,226
2020-10-23,Whanganui,0,9,0,9
2020-10-23,West Coast,0,4,1,5
2020-10-23,Waitemata,3,289,4,296
2020-10-23,Wairarapa,0,8,0,8
2020-10-23,Waikato,0,192,2,194
2020-10-23,Taranaki,0,16,0,16
2020-10-23,Tairawhiti,0,4,0,4
2020-10-23,Southern,0,214,2,216
2020-10-23,South Canterbury,0,17,0,17
2020-10-23,Northland,0,28,0,28
2020-10-23,Nelson Marlborough,0,49,0,49
2020-10-23,Mid Central,0,32,0,32
2020-10-23,Lakes,0,16,0,16
2020-10-23,Hutt Valley,0,22,0,22
2020-10-23,Hawke's Bay,0,44,0,44
2020-10-23,Counties Manukau,1,213,1,215
2020-10-23,Capital and Coast,0,93,2,95
2020-10-23,Canterbury,0,153,12,165
2020-10-23,Bay of Plenty,0,48,0,48
2020-10-23,Managed Isolation & Quarantine,62,156,0,218
2020-10-23,Total,66,1832,25,1923
2020-10-24,Auckland,0,224,1,225
2020-10-24,Whanganui,0,9,0,9
2020-10-24,West Coast,0,4,1,5
2020-10-24,Waitemata,3,289,4,296
2020-10-24,Wairarapa,0,8,0,8
2020-10-24,Waikato,0,192,2,194
2020-10-24,Taranaki,0,16,0,16
2020-10-24,Tairawhiti,0,4,0,4
2020-10-24,Southern,0,214,2,216
2020-10-24,South Canterbury,0,17,0,17
2020-10-24,Northland,0,28,0,28
2020-10-24,Nelson Marlborough,0,49,0,49
2020-10-24,Mid Central,0,32,0,32
2020-10-24,Lakes,0,16,0,16
2020-10-24,Hutt Valley,0,22,0,22
2020-10-24,Hawke's Bay,0,44,0,44
2020-10-24,Counties Manukau,2,212,1,215
2020-10-24,Capital and Coast,0,93,2,95
2020-10-24,Canterbury,0,152,12,164
2020-10-24,Bay of Plenty,0,48,0,48
2020-10-24,Managed Isolation & Quarantine,69,162,0,231
2020-10-24,Total,74,1835,25,1934
2020-10-25,Auckland,0,224,1,225
2020-10-25,Whanganui,0,9,0,9
2020-10-25,West Coast,0,4,1,5
2020-10-25,Waitemata,3,289,4,296
2020-10-25,Wairarapa,0,8,0,8
2020-10-25,Waikato,0,192,2,194
2020-10-25,Taranaki,0,16,0,16
2020-10-25,Tairawhiti,0,4,0,4
2020-10-25,Southern,0,214,2,216
2020-10-25,South Canterbury,0,17,0,17
2020-10-25,Northland,0,28,0,28
2020-10-25,Nelson Marlborough,0,49,0,49
2020-10-25,Mid Central,0,32,0,32
2020-10-25,Lakes,0,16,0,16
2020-10-25,Hutt Valley,0,22,0,22
2020-10-25,Hawke's Bay,0,44,0,44
2020-10-25,Counties Manukau,1,212,1,214
2020-10-25,Capital and Coast,0,93,2,95
2020-10-25,Canterbury,0,152,12,164
2020-10-25,Bay of Plenty,0,48,0,48
2020-10-25,Managed Isolation & Quarantine,66,167,0,233
2020-10-25,Total,70,1840,25,1935
