Date,DHB,Active,Recovered,Deceased,Total
2020-05-26,Whanganui,0,9,0,9
2020-05-26,Northland,0,28,0,28
2020-05-26,Mid Central,0,32,0,32
2020-05-26,Lakes,0,16,0,16
2020-05-26,Hutt Valley,0,20,0,20
2020-05-26,Hawke's Bay,0,44,0,44
2020-05-26,Counties Manukau,1,131,0,132
2020-05-26,Capital and Coast,0,93,2,95
2020-05-26,Canterbury,2,150,12,164
2020-05-26,Bay of Plenty,0,47,0,47
2020-05-26,Nelson Marlborough,1,48,0,49
2020-05-26,Total,22,1461,21,1504
2020-05-27,Auckland,3,175,0,178
2020-05-27,West Coast,0,4,1,5
2020-05-27,Waitemata,14,219,3,236
2020-05-27,Wairarapa,0,8,0,8
2020-05-27,Waikato,1,186,1,188
2020-05-27,Taranaki,0,16,0,16
2020-05-27,Tairawhiti,0,4,0,4
2020-05-27,Southern,0,214,2,216
2020-05-27,South Canterbury,0,17,0,17
2020-05-27,Whanganui,0,9,0,9
2020-05-27,Northland,0,28,0,28
2020-05-27,Mid Central,0,32,0,32
2020-05-27,Lakes,0,16,0,16
2020-05-27,Hutt Valley,0,20,0,20
2020-05-27,Hawke's Bay,0,44,0,44
2020-05-27,Counties Manukau,1,131,0,132
2020-05-27,Capital and Coast,0,93,2,95
2020-05-27,Canterbury,2,150,12,164
2020-05-27,Bay of Plenty,0,47,0,47
2020-05-27,Nelson Marlborough,0,49,0,49
2020-05-27,Total,21,1462,21,1504
2020-05-28,Auckland,2,176,0,178
2020-05-28,West Coast,0,4,1,5
2020-05-28,Waitemata,5,227,4,236
2020-05-28,Wairarapa,0,8,0,8
2020-05-28,Waikato,0,187,1,188
2020-05-28,Taranaki,0,16,0,16
2020-05-28,Tairawhiti,0,4,0,4
2020-05-28,Southern,0,214,2,216
2020-05-28,South Canterbury,0,17,0,17
2020-05-28,Whanganui,0,9,0,9
2020-05-28,Northland,0,28,0,28
2020-05-28,Mid Central,0,32,0,32
2020-05-28,Lakes,0,16,0,16
2020-05-28,Hutt Valley,0,20,0,20
2020-05-28,Hawke's Bay,0,44,0,44
2020-05-28,Counties Manukau,1,131,0,132
2020-05-28,Capital and Coast,0,93,2,95
2020-05-28,Canterbury,0,152,12,164
2020-05-28,Bay of Plenty,0,47,0,47
2020-05-28,Nelson Marlborough,0,49,0,49
2020-05-28,Total,8,1474,22,1504
2020-05-29,Auckland,1,177,0,178
2020-05-29,West Coast,0,4,1,5
2020-05-29,Waitemata,0,232,4,236
2020-05-29,Wairarapa,0,8,0,8
2020-05-29,Waikato,0,187,1,188
2020-05-29,Taranaki,0,16,0,16
2020-05-29,Tairawhiti,0,4,0,4
2020-05-29,Southern,0,214,2,216
2020-05-29,South Canterbury,0,17,0,17
2020-05-29,Whanganui,0,9,0,9
2020-05-29,Northland,0,28,0,28
2020-05-29,Mid Central,0,32,0,32
2020-05-29,Lakes,0,16,0,16
2020-05-29,Hutt Valley,0,20,0,20
2020-05-29,Hawke's Bay,0,44,0,44
2020-05-29,Counties Manukau,0,132,0,132
2020-05-29,Capital and Coast,0,93,2,95
2020-05-29,Canterbury,0,152,12,164
2020-05-29,Bay of Plenty,0,47,0,47
2020-05-29,Nelson Marlborough,0,49,0,49
2020-05-29,Total,1,1481,22,1504
2020-05-30,Auckland,1,177,0,178
2020-05-30,West Coast,0,4,1,5
2020-05-30,Waitemata,0,233,4,237
2020-05-30,Wairarapa,0,8,0,8
2020-05-30,Waikato,0,187,1,188
2020-05-30,Taranaki,0,16,0,16
2020-05-30,Tairawhiti,0,4,0,4
2020-05-30,Southern,0,214,2,216
2020-05-30,South Canterbury,0,17,0,17
2020-05-30,Whanganui,0,9,0,9
2020-05-30,Northland,0,28,0,28
2020-05-30,Mid Central,0,32,0,32
2020-05-30,Lakes,0,16,0,16
2020-05-30,Hutt Valley,0,20,0,20
2020-05-30,Hawke's Bay,0,44,0,44
2020-05-30,Counties Manukau,0,131,0,131
2020-05-30,Capital and Coast,0,93,2,95
2020-05-30,Canterbury,0,152,12,164
2020-05-30,Bay of Plenty,0,47,0,47
2020-05-30,Nelson Marlborough,0,49,0,49
2020-05-30,Total,1,1481,22,1504
2020-06-08,Auckland,0,178,0,178
2020-06-08,West Coast,0,4,1,5
2020-06-08,Waitemata,0,233,4,237
2020-06-08,Wairarapa,0,8,0,8
2020-06-08,Waikato,0,187,1,188
2020-06-08,Taranaki,0,16,0,16
2020-06-08,Tairawhiti,0,4,0,4
2020-06-08,Southern,0,214,2,216
2020-06-08,South Canterbury,0,17,0,17
2020-06-08,Whanganui,0,9,0,9
2020-06-08,Northland,0,28,0,28
2020-06-08,Mid Central,0,32,0,32
2020-06-08,Lakes,0,16,0,16
2020-06-08,Hutt Valley,0,20,0,20
2020-06-08,Hawke's Bay,0,44,0,44
2020-06-08,Counties Manukau,0,131,0,131
2020-06-08,Capital and Coast,0,93,2,95
2020-06-08,Canterbury,0,152,12,164
2020-06-08,Bay of Plenty,0,47,0,47
2020-06-08,Nelson Marlborough,0,49,0,49
2020-06-08,Total,0,1482,22,1504
2020-06-16,Auckland,0,178,0,178
2020-06-16,West Coast,0,4,1,5
2020-06-16,Waitemata,0,233,4,237
2020-06-16,Wairarapa,0,8,0,8
2020-06-16,Waikato,0,187,1,188
2020-06-16,Taranaki,0,16,0,16
2020-06-16,Tairawhiti,0,4,0,4
2020-06-16,Southern,0,214,2,216
2020-06-16,South Canterbury,0,17,0,17
2020-06-16,Whanganui,0,9,0,9
2020-06-16,Northland,0,28,0,28
2020-06-16,Mid Central,0,32,0,32
2020-06-16,Lakes,0,16,0,16
2020-06-16,Hutt Valley,2,20,0,22
2020-06-16,Hawke's Bay,0,44,0,44
2020-06-16,Counties Manukau,0,131,0,131
2020-06-16,Capital and Coast,0,93,2,95
2020-06-16,Canterbury,0,152,12,164
2020-06-16,Bay of Plenty,0,47,0,47
2020-06-16,Nelson Marlborough,0,49,0,49
2020-06-16,Total,2,1482,22,1506
2020-06-17,Auckland,0,178,0,178
2020-06-17,West Coast,0,4,1,5
2020-06-17,Waitemata,0,233,4,237
2020-06-17,Wairarapa,0,8,0,8
2020-06-17,Waikato,0,187,1,188
2020-06-17,Taranaki,0,16,0,16
2020-06-17,Tairawhiti,0,4,0,4
2020-06-17,Southern,0,214,2,216
2020-06-17,South Canterbury,0,17,0,17
2020-06-17,Whanganui,0,9,0,9
2020-06-17,Northland,0,28,0,28
2020-06-17,Mid Central,0,32,0,32
2020-06-17,Lakes,0,16,0,16
2020-06-17,Hutt Valley,2,20,0,22
2020-06-17,Hawke's Bay,0,44,0,44
2020-06-17,Counties Manukau,0,131,0,131
2020-06-17,Capital and Coast,0,93,2,95
2020-06-17,Canterbury,0,152,12,164
2020-06-17,Bay of Plenty,0,47,0,47
2020-06-17,Nelson Marlborough,0,49,0,49
2020-06-17,Total,2,1482,22,1506
2020-06-18,Auckland,0,178,0,178
2020-06-18,West Coast,0,4,1,5
2020-06-18,Waitemata,0,233,4,237
2020-06-18,Wairarapa,0,8,0,8
2020-06-18,Waikato,0,187,1,188
2020-06-18,Taranaki,0,16,0,16
2020-06-18,Tairawhiti,0,4,0,4
2020-06-18,Southern,0,214,2,216
2020-06-18,South Canterbury,0,17,0,17
2020-06-18,Whanganui,0,9,0,9
2020-06-18,Northland,0,28,0,28
2020-06-18,Mid Central,0,32,0,32
2020-06-18,Lakes,0,16,0,16
2020-06-18,Hutt Valley,2,20,0,22
2020-06-18,Hawke's Bay,0,44,0,44
2020-06-18,Counties Manukau,1,131,0,132
2020-06-18,Capital and Coast,0,93,2,95
2020-06-18,Canterbury,0,152,12,164
2020-06-18,Bay of Plenty,0,47,0,47
2020-06-18,Nelson Marlborough,0,49,0,49
2020-06-18,Total,3,1482,22,1507
2020-06-19,Auckland,0,178,0,178
2020-06-19,West Coast,0,4,1,5
2020-06-19,Waitemata,0,233,4,237
2020-06-19,Wairarapa,0,8,0,8
2020-06-19,Waikato,0,187,1,188
2020-06-19,Taranaki,0,16,0,16
2020-06-19,Tairawhiti,0,4,0,4
2020-06-19,Southern,0,214,2,216
2020-06-19,South Canterbury,0,17,0,17
2020-06-19,Whanganui,0,9,0,9
2020-06-19,Northland,0,28,0,28
2020-06-19,Mid Central,0,32,0,32
2020-06-19,Lakes,0,16,0,16
2020-06-19,Hutt Valley,2,20,0,22
2020-06-19,Hawke's Bay,0,44,0,44
2020-06-19,Counties Manukau,1,131,0,132
2020-06-19,Capital and Coast,0,93,2,95
2020-06-19,Canterbury,0,152,12,164
2020-06-19,Bay of Plenty,0,47,0,47
2020-06-19,Nelson Marlborough,0,49,0,49
2020-06-19,Total,3,1482,22,1507
2020-06-20,Auckland,0,178,0,178
2020-06-20,West Coast,0,4,1,5
2020-06-20,Waitemata,0,233,4,237
2020-06-20,Wairarapa,0,8,0,8
2020-06-20,Waikato,0,187,1,188
2020-06-20,Taranaki,0,16,0,16
2020-06-20,Tairawhiti,0,4,0,4
2020-06-20,Southern,0,214,2,216
2020-06-20,South Canterbury,0,17,0,17
2020-06-20,Whanganui,0,9,0,9
2020-06-20,Northland,0,28,0,28
2020-06-20,Mid Central,0,32,0,32
2020-06-20,Lakes,0,16,0,16
2020-06-20,Hutt Valley,2,20,0,22
2020-06-20,Hawke's Bay,0,44,0,44
2020-06-20,Counties Manukau,3,131,0,134
2020-06-20,Capital and Coast,0,93,2,95
2020-06-20,Canterbury,0,152,12,164
2020-06-20,Bay of Plenty,0,47,0,47
2020-06-20,Nelson Marlborough,0,49,0,49
2020-06-20,Total,5,1482,22,1509
2020-06-21,Auckland,0,178,0,178
2020-06-21,West Coast,0,4,1,5
2020-06-21,Waitemata,0,233,4,237
2020-06-21,Wairarapa,0,8,0,8
2020-06-21,Waikato,0,187,1,188
2020-06-21,Taranaki,0,16,0,16
2020-06-21,Tairawhiti,0,4,0,4
2020-06-21,Southern,0,214,2,216
2020-06-21,South Canterbury,0,17,0,17
2020-06-21,Whanganui,0,9,0,9
2020-06-21,Northland,0,28,0,28
2020-06-21,Mid Central,0,32,0,32
2020-06-21,Lakes,0,16,0,16
2020-06-21,Hutt Valley,2,20,0,22
2020-06-21,Hawke's Bay,0,44,0,44
2020-06-21,Counties Manukau,5,131,0,136
2020-06-21,Capital and Coast,0,93,2,95
2020-06-21,Canterbury,0,152,12,164
2020-06-21,Bay of Plenty,0,47,0,47
2020-06-21,Nelson Marlborough,0,49,0,49
2020-06-21,Total,7,1482,22,1511
2020-06-22,Auckland,2,178,0,180
2020-06-22,West Coast,0,4,1,5
2020-06-22,Waitemata,0,233,4,237
2020-06-22,Wairarapa,0,8,0,8
2020-06-22,Waikato,0,187,1,188
2020-06-22,Taranaki,0,16,0,16
2020-06-22,Tairawhiti,0,4,0,4
2020-06-22,Southern,0,214,2,216
2020-06-22,South Canterbury,0,17,0,17
2020-06-22,Whanganui,0,9,0,9
2020-06-22,Northland,0,28,0,28
2020-06-22,Mid Central,0,32,0,32
2020-06-22,Lakes,0,16,0,16
2020-06-22,Hutt Valley,2,20,0,22
2020-06-22,Hawke's Bay,0,44,0,44
2020-06-22,Counties Manukau,5,131,0,136
2020-06-22,Capital and Coast,0,93,2,95
2020-06-22,Canterbury,0,152,12,164
2020-06-22,Bay of Plenty,0,47,0,47
2020-06-22,Nelson Marlborough,0,49,0,49
2020-06-22,Total,9,1482,22,1513
2020-06-23,Auckland,2,178,0,180
2020-06-23,West Coast,0,4,1,5
2020-06-23,Waitemata,0,233,4,237
2020-06-23,Wairarapa,0,8,0,8
2020-06-23,Waikato,0,187,1,188
2020-06-23,Taranaki,0,16,0,16
2020-06-23,Tairawhiti,0,4,0,4
2020-06-23,Southern,0,214,2,216
2020-06-23,South Canterbury,0,17,0,17
2020-06-23,Whanganui,0,9,0,9
2020-06-23,Northland,0,28,0,28
2020-06-23,Mid Central,0,32,0,32
2020-06-23,Lakes,0,16,0,16
2020-06-23,Hutt Valley,1,21,0,22
2020-06-23,Hawke's Bay,0,44,0,44
2020-06-23,Counties Manukau,7,131,0,138
2020-06-23,Capital and Coast,0,93,2,95
2020-06-23,Canterbury,0,152,12,164
2020-06-23,Bay of Plenty,0,47,0,47
2020-06-23,Nelson Marlborough,0,49,0,49
2020-06-23,Total,10,1483,22,1515
2020-06-24,Auckland,1,178,0,179
2020-06-24,West Coast,0,4,1,5
2020-06-24,Waitemata,0,233,4,237
2020-06-24,Wairarapa,0,8,0,8
2020-06-24,Waikato,0,187,1,188
2020-06-24,Taranaki,0,16,0,16
2020-06-24,Tairawhiti,0,4,0,4
2020-06-24,Southern,0,214,2,216
2020-06-24,South Canterbury,0,17,0,17
2020-06-24,Whanganui,0,9,0,9
2020-06-24,Northland,0,28,0,28
2020-06-24,Mid Central,0,32,0,32
2020-06-24,Lakes,0,16,0,16
2020-06-24,Hutt Valley,1,21,0,22
2020-06-24,Hawke's Bay,0,44,0,44
2020-06-24,Counties Manukau,9,131,0,140
2020-06-24,Capital and Coast,0,93,2,95
2020-06-24,Canterbury,0,152,12,164
2020-06-24,Bay of Plenty,0,47,0,47
2020-06-24,Nelson Marlborough,0,49,0,49
2020-06-24,Total,11,1483,22,1516
2020-06-25,Auckland,0,178,0,178
2020-06-25,Whanganui,0,9,0,9
2020-06-25,West Coast,0,4,1,5
2020-06-25,Waitemata,0,233,4,237
2020-06-25,Wairarapa,0,8,0,8
2020-06-25,Waikato,0,187,1,188
2020-06-25,Taranaki,0,16,0,16
2020-06-25,Tairawhiti,0,4,0,4
2020-06-25,Southern,0,214,2,216
2020-06-25,South Canterbury,0,17,0,17
2020-06-25,Northland,0,28,0,28
2020-06-25,Nelson Marlborough,0,49,0,49
2020-06-25,Mid Central,0,32,0,32
2020-06-25,Lakes,0,16,0,16
2020-06-25,Hutt Valley,0,22,0,22
2020-06-25,Hawke's Bay,0,44,0,44
2020-06-25,Counties Manukau,0,131,0,131
2020-06-25,Capital and Coast,0,93,2,95
2020-06-25,Canterbury,0,152,12,164
2020-06-25,Bay of Plenty,0,47,0,47
2020-06-25,Managed Isolation,13,0,0,13
2020-06-25,Total,13,1484,22,1519
2020-06-26,Auckland,0,178,0,178
2020-06-26,Whanganui,0,9,0,9
2020-06-26,West Coast,0,4,1,5
2020-06-26,Waitemata,0,233,4,237
2020-06-26,Wairarapa,0,8,0,8
2020-06-26,Waikato,0,187,1,188
2020-06-26,Taranaki,0,16,0,16
2020-06-26,Tairawhiti,0,4,0,4
2020-06-26,Southern,0,214,2,216
2020-06-26,South Canterbury,0,17,0,17
2020-06-26,Northland,0,28,0,28
2020-06-26,Nelson Marlborough,0,49,0,49
2020-06-26,Mid Central,0,32,0,32
2020-06-26,Lakes,0,16,0,16
2020-06-26,Hutt Valley,0,22,0,22
2020-06-26,Hawke's Bay,0,44,0,44
2020-06-26,Counties Manukau,0,131,0,131
2020-06-26,Capital and Coast,0,93,2,95
2020-06-26,Canterbury,0,152,12,164
2020-06-26,Bay of Plenty,0,47,0,47
2020-06-26,Managed Isolation,14,0,0,14
2020-06-26,Total,14,1484,22,1520
2020-06-27,Auckland,0,178,0,178
2020-06-27,Whanganui,0,9,0,9
2020-06-27,West Coast,0,4,1,5
2020-06-27,Waitemata,0,233,4,237
2020-06-27,Wairarapa,0,8,0,8
2020-06-27,Waikato,0,187,1,188
2020-06-27,Taranaki,0,16,0,16
2020-06-27,Tairawhiti,0,4,0,4
2020-06-27,Southern,0,214,2,216
2020-06-27,South Canterbury,0,17,0,17
2020-06-27,Northland,0,28,0,28
2020-06-27,Nelson Marlborough,0,49,0,49
2020-06-27,Mid Central,0,32,0,32
2020-06-27,Lakes,0,16,0,16
2020-06-27,Hutt Valley,0,22,0,22
2020-06-27,Hawke's Bay,0,44,0,44
2020-06-27,Counties Manukau,0,131,0,131
2020-06-27,Capital and Coast,0,93,2,95
2020-06-27,Canterbury,0,152,12,164
2020-06-27,Bay of Plenty,0,47,0,47
2020-06-27,Managed Isolation,16,0,0,16
2020-06-27,Total,16,1484,22,1522
2020-06-28,Auckland,0,178,0,178
2020-06-28,Whanganui,0,9,0,9
2020-06-28,West Coast,0,4,1,5
2020-06-28,Waitemata,0,233,4,237
2020-06-28,Wairarapa,0,8,0,8
2020-06-28,Waikato,0,187,1,188
2020-06-28,Taranaki,0,16,0,16
2020-06-28,Tairawhiti,0,4,0,4
2020-06-28,Southern,0,214,2,216
2020-06-28,South Canterbury,0,17,0,17
2020-06-28,Northland,0,28,0,28
2020-06-28,Nelson Marlborough,0,49,0,49
2020-06-28,Mid Central,0,32,0,32
2020-06-28,Lakes,0,16,0,16
2020-06-28,Hutt Valley,0,22,0,22
2020-06-28,Hawke's Bay,0,44,0,44
2020-06-28,Counties Manukau,0,131,0,131
2020-06-28,Capital and Coast,0,93,2,95
2020-06-28,Canterbury,0,152,12,164
2020-06-28,Bay of Plenty,0,47,0,47
2020-06-28,Managed Isolation & Quarantine,20,0,0,20
2020-06-28,Total,20,1484,22,1526
2020-06-29,Auckland,0,178,0,178
2020-06-29,Whanganui,0,9,0,9
2020-06-29,West Coast,0,4,1,5
2020-06-29,Waitemata,0,233,4,237
2020-06-29,Wairarapa,0,8,0,8
2020-06-29,Waikato,0,187,1,188
2020-06-29,Taranaki,0,16,0,16
2020-06-29,Tairawhiti,0,4,0,4
2020-06-29,Southern,0,214,2,216
2020-06-29,South Canterbury,0,17,0,17
2020-06-29,Northland,0,28,0,28
2020-06-29,Nelson Marlborough,0,49,0,49
2020-06-29,Mid Central,0,32,0,32
2020-06-29,Lakes,0,16,0,16
2020-06-29,Hutt Valley,0,22,0,22
2020-06-29,Hawke's Bay,0,44,0,44
2020-06-29,Counties Manukau,0,131,0,131
2020-06-29,Capital and Coast,0,93,2,95
2020-06-29,Canterbury,0,152,12,164
2020-06-29,Bay of Plenty,0,47,0,47
2020-06-29,Managed Isolation & Quarantine,22,0,0,22
2020-06-29,Total,22,1484,22,1528
2020-06-30,Auckland,0,178,0,178
2020-06-30,Whanganui,0,9,0,9
2020-06-30,West Coast,0,4,1,5
2020-06-30,Waitemata,0,233,4,237
2020-06-30,Wairarapa,0,8,0,8
2020-06-30,Waikato,0,187,1,188
2020-06-30,Taranaki,0,16,0,16
2020-06-30,Tairawhiti,0,4,0,4
2020-06-30,Southern,0,214,2,216
2020-06-30,South Canterbury,0,17,0,17
2020-06-30,Northland,0,28,0,28
2020-06-30,Nelson Marlborough,0,49,0,49
2020-06-30,Mid Central,0,32,0,32
2020-06-30,Lakes,0,16,0,16
2020-06-30,Hutt Valley,0,22,0,22
2020-06-30,Hawke's Bay,0,44,0,44
2020-06-30,Counties Manukau,0,131,0,131
2020-06-30,Capital and Coast,0,93,2,95
2020-06-30,Canterbury,0,152,12,164
2020-06-30,Bay of Plenty,0,47,0,47
2020-06-30,Managed Isolation & Quarantine,22,0,0,22
2020-06-30,Total,22,1484,22,1528
2020-07-02,Auckland,0,178,0,178
2020-07-02,Whanganui,0,9,0,9
2020-07-02,West Coast,0,4,1,5
2020-07-02,Waitemata,0,233,4,237
2020-07-02,Wairarapa,0,8,0,8
2020-07-02,Waikato,0,187,1,188
2020-07-02,Taranaki,0,16,0,16
2020-07-02,Tairawhiti,0,4,0,4
2020-07-02,Southern,0,214,2,216
2020-07-02,South Canterbury,0,17,0,17
2020-07-02,Northland,0,28,0,28
2020-07-02,Nelson Marlborough,0,49,0,49
2020-07-02,Mid Central,0,32,0,32
2020-07-02,Lakes,0,16,0,16
2020-07-02,Hutt Valley,0,22,0,22
2020-07-02,Hawke's Bay,0,44,0,44
2020-07-02,Counties Manukau,0,131,0,131
2020-07-02,Capital and Coast,0,93,2,95
2020-07-02,Canterbury,0,152,12,164
2020-07-02,Bay of Plenty,0,47,0,47
2020-07-02,Managed Isolation & Quarantine,18,6,0,24
2020-07-02,Total,18,1490,22,1530
2020-07-03,Auckland,0,178,0,178
2020-07-03,Whanganui,0,9,0,9
2020-07-03,West Coast,0,4,1,5
2020-07-03,Waitemata,0,233,4,237
2020-07-03,Wairarapa,0,8,0,8
2020-07-03,Waikato,0,187,1,188
2020-07-03,Taranaki,0,16,0,16
2020-07-03,Tairawhiti,0,4,0,4
2020-07-03,Southern,0,214,2,216
2020-07-03,South Canterbury,0,17,0,17
2020-07-03,Northland,0,28,0,28
2020-07-03,Nelson Marlborough,0,49,0,49
2020-07-03,Mid Central,0,32,0,32
2020-07-03,Lakes,0,16,0,16
2020-07-03,Hutt Valley,0,22,0,22
2020-07-03,Hawke's Bay,0,44,0,44
2020-07-03,Counties Manukau,0,131,0,131
2020-07-03,Capital and Coast,0,93,2,95
2020-07-03,Canterbury,0,152,12,164
2020-07-03,Bay of Plenty,0,47,0,47
2020-07-03,Managed Isolation & Quarantine,18,6,0,24
2020-07-03,Total,18,1490,22,1530
2020-07-05,Auckland,0,178,0,178
2020-07-05,Whanganui,0,9,0,9
2020-07-05,West Coast,0,4,1,5
2020-07-05,Waitemata,0,233,4,237
2020-07-05,Wairarapa,0,8,0,8
2020-07-05,Waikato,0,187,1,188
2020-07-05,Taranaki,0,16,0,16
2020-07-05,Tairawhiti,0,4,0,4
2020-07-05,Southern,0,214,2,216
2020-07-05,South Canterbury,0,17,0,17
2020-07-05,Northland,0,28,0,28
2020-07-05,Nelson Marlborough,0,49,0,49
2020-07-05,Mid Central,0,32,0,32
2020-07-05,Lakes,0,16,0,16
2020-07-05,Hutt Valley,0,22,0,22
2020-07-05,Hawke's Bay,0,44,0,44
2020-07-05,Counties Manukau,0,131,0,131
2020-07-05,Capital and Coast,0,93,2,95
2020-07-05,Canterbury,0,152,12,164
2020-07-05,Bay of Plenty,0,47,0,47
2020-07-05,Managed Isolation & Quarantine,21,6,0,27
2020-07-05,Total,21,1490,22,1533
2020-07-06,Auckland,0,178,0,178
2020-07-06,Whanganui,0,9,0,9
2020-07-06,West Coast,0,4,1,5
2020-07-06,Waitemata,0,233,4,237
2020-07-06,Wairarapa,0,8,0,8
2020-07-06,Waikato,0,187,1,188
2020-07-06,Taranaki,0,16,0,16
2020-07-06,Tairawhiti,0,4,0,4
2020-07-06,Southern,0,214,2,216
2020-07-06,South Canterbury,0,17,0,17
2020-07-06,Northland,0,28,0,28
2020-07-06,Nelson Marlborough,0,49,0,49
2020-07-06,Mid Central,0,32,0,32
2020-07-06,Lakes,0,16,0,16
2020-07-06,Hutt Valley,0,22,0,22
2020-07-06,Hawke's Bay,0,44,0,44
2020-07-06,Counties Manukau,0,131,0,131
2020-07-06,Capital and Coast,0,93,2,95
2020-07-06,Canterbury,0,152,12,164
2020-07-06,Bay of Plenty,0,47,0,47
2020-07-06,Managed Isolation & Quarantine,22,6,0,28
2020-07-06,Total,22,1490,22,1534
2020-07-07,Auckland,0,178,0,178
2020-07-07,Whanganui,0,9,0,9
2020-07-07,West Coast,0,4,1,5
2020-07-07,Waitemata,0,233,4,237
2020-07-07,Wairarapa,0,8,0,8
2020-07-07,Waikato,0,187,1,188
2020-07-07,Taranaki,0,16,0,16
2020-07-07,Tairawhiti,0,4,0,4
2020-07-07,Southern,0,214,2,216
2020-07-07,South Canterbury,0,17,0,17
2020-07-07,Northland,0,28,0,28
2020-07-07,Nelson Marlborough,0,49,0,49
2020-07-07,Mid Central,0,32,0,32
2020-07-07,Lakes,0,16,0,16
2020-07-07,Hutt Valley,0,22,0,22
2020-07-07,Hawke's Bay,0,44,0,44
2020-07-07,Counties Manukau,0,131,0,131
2020-07-07,Capital and Coast,0,93,2,95
2020-07-07,Canterbury,0,152,12,164
2020-07-07,Bay of Plenty,0,47,0,47
